coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Tue Mar 24 05:57:47 +0000 2020,,,,0,1242329747125760000,,,,en,,,14,1242321690471714816,lenin_thiru,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @lenin_thiru: The government should make arrangements to provide essential items for home by free of charge.  The government should be f…,https://twitter.com/Sigaravan/status/1242329747125760000,Sat Sep 01 14:07:08 +0000 2018,Sigaravan,false,,64953,497,501,0,"Ariyalur,Tamil Nadu,India",Sigaravan Aatral,Sigaravan,56822,,,false
